state_name,state,state_fips,year,Population,Employment,Unemployment,Unemploymentrate,MarginallyFoodInsecure,FoodInsecure,VeryLowFoodSecure,GrossStateProduct,Numberoflowincomeuninsuredc,PercentLowIncomeUnisuredChil,Personalincome,Workerscompensation,AFDCTANFRecipients,AFDCTANFCaseloads,FoodStampSNAPRecipients,FoodStampSNAPCaseloads,AFDCTANFBenefitfor2Personf,AFDCTANFBenefitfor3personf,AFDCTANFbenefitfor4personf,FSSNAPBenefitfor1personfam,FSSNAPBenefitfor2personfam,FSSNAPBenefitfor3personfam,FSSNAPBenefitfor4personfam,AFDCTANF_FS2PersonBenefit,AFDCTANF_FS3PersonBenefit,AFDCTANF_FS4PersonBenefit,ChildonlyAFDCTANFcases,SSIFederal,SSIState,TotalSSI,SSI_FSBenefit,NumberofPoorthousands,PovertyRate,GovernorisDemocrat1Yes,NumberinLowerHouseDemocrat,NumberinLowerHouseRepublican,FractionofStateHousethatis,NumberinUpperHouseDemocrat,NumberinUpperHouseRepublican,FractionofStateSenatethatis,EITCPhaseInRateNoDependents,EITCPhaseInRate1Dependent,EITCPhaseInRate2Dependents,EITCPhaseInRate3Dependents,EITCMaximumCreditNoDependent,EITCMaximumCredit1Dependent,EITCMaximumCredit2Dependents,EITCMaximumCredit3Dependents,EITCPhaseOutRateNoDependent,EITCPhaseOutRate1Dependent,EITCPhaseOutRate2Dependents,EITCPhaseOutRate3Dependents,StateEITCRate,WisconsinEITCRate2Dependents,WisconsinEITCRate3Dependents,RefundableStateEITC1Yes,FederalMinimumWage,StateMinimumWage,SSIrecipients,SSIrecipientsAged,SSIrecipientsBlind,SSIrecipientsDisabled,Medicaidbeneficiaries,WICparticipation,NSLPFreeParticipation,NSLPReducedParticipation,NSLPTotalParticipation,SBPFreeParticipation,SBPReducedParticipation,SBPTotalParticipation,BW
WV,49,54,2003,1812295,738990,47562,6,17.79006,9.560233,2.699851,46747.5,21,5.1,44869800,864597,40699,15822,246890,105365,401,453,512,139,256,366,465,657,819,974,4962.166666666667,552,0,552,676,310,17.4,1,68,32,.68,24,10,.7058823529411765,.0765,.34,.4,.4,382,2547,4204,4204,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,75227,4694,598,69935,294271,49837,92771.598,23313.6081,204626,53629.9542,10035.588,86827,
WI,50,55,2003,5479203,2879779,173863,5.7,18.02529,11.58835,2.567715,203048.5,65,4.6,176274500,29335,49019,20460,296719,119455,628,628,628,139,256,366,465,846,956,1055,10996.91666666667,552,84,636,735,528,9.800000000000001,1,40,58,.4081632653061225,13,18,.4193548387096774,.0765,.34,.4,.4,382,2547,4204,4204,.0765,.1598,.2106,.2106,.04,.14,.43,1,5.15,5.15,88736,8818,965,78953,738591,105702,162017.7421,48599.1161,561150,43338.243,6987.3523,68557,
WY,51,56,2003,503453,261970,11650,4.3,25.72639,13.13928,3.410974,21057.8,7,5.2,16712000,109927,733,408,25306,10205,320,340,340,139,256,366,465,576,706,805,309.8333333333333,552,10,562,683,48,9.800000000000001,1,15,45,.25,10,20,.3333333333333333,.0765,.34,.4,.4,382,2547,4204,4204,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,5660,482,49,5129,57371,12037,15984.0505,5928.4763,49485,6315.6938,1237.4758,10050,
AL,1,1,2004,4530729,2014889,121569,5.7,21.66319,12.48137,2.384536,146886.7,40,3.5,128739900,70321,45377,19154,497591,197237,190,215,245,141,259,371,471,449,586,716,9099.166666666666,564,0,564,689,763,16.9,0,64,41,.61,25,10,.7142857142857143,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,163002,19218,1000,142782,782251,120310,290939.5623,50786.4709,558455,135726.0518,13532.8705,175875,
AK,2,2,2004,659286,311643,25100,7.5,25.87737,14.46217,4.560109,34987.9,12,6.4,24338300,16156,13768,4926,49323,17696,823,925,1028,167,307,439,558,1130,1336,1528,1181.25,564,362,926,1065,59,9.199999999999999,0,13,27,.33,8,12,.4,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,7.15,10781,2170,100,8511,98155,26616,24012.6027,7036.7387,52069,8356.1119,1490.5047,12405,
AZ,3,4,2004,5652404,2655428,140841,5,28.08923,16.7901,3.051943,205390.5,156,9.699999999999999,169638700,385849,114970,49559,529556,207849,275,347,418,141,259,371,471,534,718,889,20109.75,564,0,564,689,830,14.4,1,21,39,.35,13,17,.4333333333333333,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,94400,13169,933,80298,1016843,176223,313253.6197,55275.2633,545033,133455.9482,16502.5455,178799,
AR,4,5,2004,2749686,1226123,74195,5.7,24.66622,13.10969,5.676026,84557,25,3.5,74033000,40126,22360,10023,346441,140269,162,204,247,141,259,371,471,421,575,718,4639.666666666667,564,0,564,689,412,15.1,0,72,28,.72,27,8,.7714285714285715,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,87928,10390,822,76716,580294,89113,172401.6093,31257.3377,322753,97757.1596,11307.0367,132314,
CA,5,6,2004,35574576,16303996,1079635,6.2,23.50333,14.64272,3.889932,1632428.7,797,7.9,1329404000,3507711,1103152,456666,1859486,732239,568,704,839,141,259,371,471,810,1017,1212,206207.75,564,226,790,848,4743,13.3,0,48,32,.6,25,15,.625,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,6.75,1183002,348333,21765,812904,7947657,1292737,1742453.311,355347.4729,2798852,735003.8204,105064.0496,939884,
CO,6,8,2004,4575013,2393559,138802,5.5,21.91096,13.66276,3.199435,204374.6,120,9.9,164106000,526211,38162,14623,241780,103574,280,356,432,141,259,371,471,539,727,903,5165.916666666667,564,37,601,715,450,10,0,28,37,.43,17,18,.4857142857142857,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,54131,8371,537,45223,394407,83409,143111.9618,31629.1956,335266,51832.533,6945.9452,74332,
CT,7,9,2004,3496094,1686213,87980,5,15.29469,8.115707,1.634815,198282.4,17,2,166262000,65580,42782,20720,195980,102175,513,636,741,141,259,371,471,772,970,1143,8605.833333333334,564,183,747,818,348,10,0,94,57,.6225165562913907,21,15,.5833333333333334,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,7.1,51536,6767,477,44292,438065,52130,110758.3987,22400.6392,291886,41298.4659,3729.878,52369,
DE,8,10,2004,830803,403599,16785,4,17.71437,9.064981,2.181382,51337.7,13,6.2,32376700,14940,12723,5643,55642,23292,270,338,407,141,259,371,471,529,709,878,2589.5,564,0,564,689,75,9.1,1,12,29,.2926829268292683,13,8,.6190476190476191,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,6.15,13452,1293,110,12049,133892,18353,30625.3322,5952.0198,78045,14489.0026,1748.9633,22559,
DC,9,11,2004,567754,287683,24344,7.8,22.19218,14.05298,3.838335,80557.39999999999,5,4.5,28501700,23034,43610,17177,88655,43132,298,379,463,141,259,371,471,557,750,934,6348.5,564,0,564,689,91,16.7,.,,,,11,2,.8461538461538461,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,.25,,,1,5.15,6.15,20856,2048,164,18644,139240,16019,35647.0092,2528.0138,46536,14948.1181,967.0309999999999,18072,
FL,10,12,2004,17415318,8049908,390520,4.6,20.3788,11.61895,3.256425,636087.5,363,8.6,586785000,334278,116208,57457,1202227,579945,241,303,364,141,259,371,471,500,674,835,35965.75,564,0,564,689,2026,11.6,0,39,81,.325,14,26,.35,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,412970,94688,3042,315240,2157536,373214,846078.8885999999,160070.71,1463971,387141.5105,48758.2777,532972,
GA,11,13,2004,8769252,4239065,212735,4.8,24.16942,12.28806,3.956907,364229,179,7.4,280262000,99904,124239,53215,867148,353040,235,280,330,141,259,371,471,494,651,801,25014.33333333333,564,0,564,689,1139,13.1,0,107,72,.5977653631284916,26,30,.4642857142857143,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,199898,28209,2080,169609,1315285,259992,555833.7248,110015.7671,1170116,307136.4247,41350.6787,443512,
HI,12,15,2004,1273569,590156,20756,3.4,17.29643,8.415438,2.245615,53761.1,3,.9,43977400,27325,22908,8864,98589,48600,452,570,687,210,386,553,702,838,1123,1389,2289.833333333333,564,0,564,774,105,8.4,0,36,15,.7058823529411765,20,5,.8,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,6.25,22251,6510,191,15550,181636,33221,45580.7164,14541.6672,123721,20864.7571,4249.6666,38578,
ID,13,16,2004,1391802,668441,34621,4.9,25.98125,16.82572,3.36722,43865.9,22,5.4,39244700,130728,3405,1848,91395,36083,309,309,309,141,259,371,471,568,680,780,1219.416666666667,564,52,616,726,136,9.9,0,16,54,.2285714285714286,7,28,.2,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,20993,1723,213,19057,173034,36279,61882.9805,19757.2377,152570,27938.1256,4762.099,42050,
IL,14,17,2004,12589773,5933127,392320,6.2,18.63915,12.13819,3.473962,561037,227,6.7,457435400,83202,89018,35660,1069596,476050,292,396,435,141,259,371,471,551,767,906,19657.25,564,0,564,689,1534,12.2,1,66,52,.559322033898305,26,32,.4482758620689655,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,.05,,,1,5.15,5.5,255624,30522,2382,222720,1908366,275833,593801.1583,82135.7482,1079949,176977.1349,11839.3793,215446,
IN,15,18,2004,6233007,2998068,169729,5.4,20.18076,11.57047,4.197078,236921.3,93,5.5,191298300,37105,131125,50589,526324,224454,229,288,346,141,259,371,471,488,659,817,20552.83333333333,564,0,564,689,712,11.6,1,51,49,.51,18,32,.36,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,.06,,,1,5.15,5.15,96191,6106,958,89127,782518,131485,234911.6818,58960.5032,679283,100275.4235,12949.7195,141338,
IA,16,19,2004,2953635,1529761,72027,4.5,22.19321,9.58779,2.206257,116834.4,36,5,93511300,12514,44753,18286,179179,76909,361,426,495,141,259,371,471,620,797,966,5128.166666666667,564,0,564,689,314,10.8,1,45,54,.4545454545454545,21,29,.42,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,.065,,,0,5.15,5.15,42618,3694,791,38133,308857,66188,101205.3772,32604.6941,385111,40421.1743,7234.3104,72656,
KS,17,20,2004,2734373,1383867,79840,5.5,22.40256,12.39643,4.81655,98013.89999999999,34,4.8,83847100,17426,43640,16747,169528,74193,352,429,497,141,259,371,471,611,800,968,4632.75,564,0,564,689,304,11.4,1,45,80,.36,10,30,.25,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,.15,,,1,5.15,2.65,38476,3393,372,34711,259224,63987,111724.5925,36058.2924,323008,50423.1977,9966.860199999999,78355,
KY,18,21,2004,4146101,1857816,106059,5.4,23.33741,13.58994,2.675392,134190.8,66,6.5,116046700,138636,78174,35629,544744,230679,253,289,325,141,259,371,471,512,660,796,16479.5,564,0,564,689,719,17.7,0,65,35,.65,16,22,.4210526315789473,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,179438,14872,1480,163086,676877,117201,242781.3019,49129.2343,528271,141480.2427,19044.0917,206666,
LA,19,22,2004,4552238,1916536,120640,5.9,22.27821,13.84142,2.95748,169836.2,77,6.4,126295600,40121,45506,18777,705700,274130,188,240,284,141,259,371,471,447,611,755,10699.75,564,0,564,689,737,16.7,1,70,34,.6730769230769231,24,15,.6153846153846154,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,169549,19604,1738,148207,957556,141661,360252.0208,51769.0673,629519,193706.5182,17176.3055,245984,
ME,20,23,2004,1313688,654161,31839,4.6,20.14735,11.91627,4.132462,44525.7,7,2.4,42373900,15140,26651,9713,141929,72197,363,485,611,141,259,371,471,622,856,1052,2361.166666666667,564,10,574,696,150,11.6,1,80,67,.54421768707483,18,17,.5142857142857142,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,.0492,,,0,5.15,6.35,31641,2589,216,28836,258051,22916,39123.1337,10458.3259,106064,17195.3943,2946.4288,29070,
MD,21,24,2004,5546935,2766475,122849,4.3,19.82911,11.01928,3.59221,246682,69,4.8,232208400,389634,60611,25430,273872,124108,376,477,577,141,259,371,471,635,848,1029,8971.666666666666,564,0,564,689,545,9.800000000000001,0,98,43,.6950354609929078,33,14,.7021276595744681,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,.2,,,1,5.15,5.15,92776,15379,688,76709,694272,107542,171880.9701,45429.4544,426182,74265.9485,14003.2472,118701,
MA,22,25,2004,6412281,3220838,174673,5.1,16.00199,9.099904,2.651123,330936.7,37,2.3,273462500,100319,107630,49753,334939,154543,518,618,713,141,259,371,471,775,957,1124,18158.41666666667,564,129,693,780,586,9.199999999999999,0,135,23,.8544303797468354,34,6,.85,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,.15,,,1,5.15,6.75,169205,44272,3952,120981,963577,115657,191047.5571,35347.8529,548522,90995.1646,7352.0939,117222,
MI,23,26,2004,10055315,4705591,356785,7,21.24042,13.60339,4.245707,381443.4,112,4.2,323431800,72462,212182,79432,943713,412666,371,459,563,141,259,371,471,630,830,1019,26382,564,14,578,699,1320,13.3,1,62,47,.5688073394495413,16,22,.4210526315789473,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,219337,17131,1788,200418,1441452,222077,378313.6822,73659.1514,858209,165973.859,16411.3763,222716,
MN,24,27,2004,5087713,2745615,134813,4.7,13.87142,6.775693,2.706213,230245.2,50,3.8,189289400,108502,88302,34340,247465,116873,437,532,621,141,259,371,471,696,897,1059,9224.75,564,81,645,746,358,7,0,53,80,.3984962406015037,35,31,.5303030303030303,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,.33,,,1,5.15,5.15,70745,9865,719,60161,573575,116677,154599.153,50396.944,583455,67546.5821,15065.0947,121495,
MS,25,28,2004,2889010,1232187,80915,6.2,32.18729,20.26577,4.387146,77297.60000000001,71,8.800000000000001,72778600,28142,42459,18795,376864,151678,146,170,194,141,259,371,471,405,541,665,7940.25,564,0,564,689,532,18.6,0,81,38,.680672268907563,30,22,.5769230769230769,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,125180,16341,1082,107757,656801,102738,259263.049,35739.831,399474,148194.388,13047.9364,180878,
MO,26,29,2004,5747741,2838872,176778,5.9,23.48336,12.10001,3.594187,215413.2,62,4.2,180801700,87186,99613,40979,699616,281193,234,292,342,141,259,371,471,493,663,813,11740.91666666667,564,0,564,689,687,12.2,1,73,90,.4478527607361963,14,20,.4117647058823529,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,116131,10006,932,105193,1015318,132763,256303.7655,54090.2913,610807,125108.7566,16975.9138,183651,
MT,27,30,2004,930009,457423,22858,4.8,23.57367,12.73467,5.314744,27894.9,19,8.4,25967900,122991,14284,5256,77478,32984,298,375,452,141,259,371,471,557,746,923,1571.083333333333,564,0,564,689,128,14.1,0,41,53,.4361702127659575,21,29,.42,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,14558,1173,134,13251,85414,21302,30342.5495,8454.8559,78651,12970.2325,1948.3974,19491,
NE,28,31,2004,1749370,932515,37466,3.9,18.74028,11.76121,4.165538,70320.2,17,3.8,58602400,8259,26749,10901,113900,48078,293,364,435,141,259,371,471,552,735,906,3566.083333333333,564,12,576,698,163,9.4,0,,,,,,,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,22100,2090,246,19764,203984,39668,68722.8659,23167.8702,225506,25626.9062,4404.4664,42223,
NV,29,32,2004,2346222,1126943,50691,4.3,14.61831,8.482162000000001,2.025406,103445.9,62,9.699999999999999,82501200,32056,20956,8844,120275,53516,289,348,407,141,259,371,471,548,719,878,4300,564,36,600,715,259,10.9,0,23,19,.5476190476190477,9,12,.4285714285714285,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,32129,8159,693,23277,186959,46355,78424.2516,15883.2991,145963,32395.2618,4191.4988,44825,
NH,30,33,2004,1290121,689150,27036,3.8,13.34347,6.020238,1.943156,54125.9,8,2.4,50939800,14248,14032,6049,48449,23625,556,625,688,141,259,371,471,802,962,1106,1835.75,564,27,591,708,70,5.4,0,117,282,.2932330827067669,6,18,.25,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,13029,903,137,11989,104974,16722,22509.1121,7746.035,111863,8752.1122,1515.4039,19632,
NJ,31,34,2004,8634561,4138830,210341,4.8,14.55926,8.445475,2.302828,422633.4,89,3.9,373078600,330366,107703,44739,368695,172641,322,424,488,141,259,371,471,581,795,959,17317.58333333333,564,31,595,711,692,8,1,43,35,.5512820512820513,22,18,.55,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,.2,,,1,5.15,5.15,150151,33447,1016,115688,822297,143341,255916.0803,59897.8794,616759,73925.8489,9127.0772,100849,
NM,32,35,2004,1903808,852612,49653,5.5,30.66035,18.25074,5.497422,69696.5,42,8.199999999999999,52264400,31639,45926,17590,222716,85459,310,389,469,141,259,371,471,569,760,940,5308.583333333333,564,0,564,689,313,16.5,1,42,28,.6,24,18,.5714285714285714,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,51656,8605,494,42557,427892,63530,134832.2989,22778.187,208483,73610.0007,9882.5558,99797,
NY,33,36,2004,19171567,8812618,543335,5.8,19.89431,11.21036,2.832674,952281.8,173,3.6,751244800,1867909,336236,147050,1598143,802051,501,691,825,141,259,371,471,760,1008,1202,63280.75,564,87,651,750,2844,15,0,103,47,.6866666666666666,25,37,.4032258064516129,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,.3,,,1,5.15,5.15,626593,131604,3079,491910,3987225,473058,978315.8743,161282.3645,1803687,367016.779,39711.0221,493618,
NC,34,37,2004,8553152,4019809,233317,5.5,23.24448,15.17091,4.795204,327275.9,147,6.5,261640200,80621,77119,37651,747274,315782,236,272,297,141,259,371,471,495,643,768,21297.08333333333,564,0,564,689,1226,14.6,1,60,60,.5,28,22,.5600000000000001,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,195654,26557,1882,167215,1207974,218930,433012.5664,87811.9764,886274,230241.2429,30419.023,326889,
ND,35,38,2004,644705,340403,12063,3.4,14.03299,6.456247,1.843563,23151.9,10,6.4,19234400,126745,7871,3064,41421,18373,378,477,573,141,259,371,471,637,848,1026,684,564,0,564,689,61,9.699999999999999,0,28,66,.2978723404255319,16,31,.3404255319148936,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,7966,1048,81,6837,53578,14117,20136.5517,6853.6746,77924,8125.4748,1465.228,15243,
OH,36,39,2004,11452251,5502444,368035,6.3,24.64686,14.14167,3.309371,445410.3,167,5.6,362916300,1977814,186272,84574,945435,419271,305,373,461,141,259,371,471,564,744,932,42325.66666666666,564,0,564,689,1310,11.6,0,38,61,.3838383838383838,11,22,.3333333333333333,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,4.25,245401,15421,1963,228017,1610926,267300,417665.0386,82451.47040000001,1046400,180576.325,16275.4756,237425,
OK,37,40,2004,3525233,1607421,82187,4.9,29.99801,19.38078,6.59515,112872.2,82,9.1,101746700,320192,34229,14199,411840,165402,225,292,361,141,259,371,471,484,663,832,6515.583333333333,564,50,614,724,372,10.8,1,53,48,.5247524752475248,28,20,.5833333333333334,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,.05,,,1,5.15,5.15,77100,8431,820,67849,526919,116145,206544.6573,44589.0824,389245,118212.0872,17463.1075,166193,
OR,38,41,2004,3569463,1703703,134409,7.3,23.36018,14.04543,4.534091,136304.4,58,6.5,111503100,591936,42362,18525,419736,212132,395,460,565,141,259,371,471,654,831,1020,8389.666666666666,564,2,566,691,419,11.7,1,58,35,.6236559139784946,14,15,.4827586206896552,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,.05,,,0,5.15,7.05,58842,7565,661,50616,423241,100135,143164.533,31881.0389,284467,86040.4274,11832.9409,123014,
PA,39,42,2004,12410722,5876997,336781,5.4,22.55404,12.75379,3.41814,480811.1,163,5.5,432741600,313545,231260,88128,960941,431664,330,421,514,141,259,371,471,589,792,984,27422.08333333333,564,27,591,708,1374,11.3,1,94,108,.4653465346534654,21,29,.42,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,316917,31745,2307,282865,1587720,240836,398337.2763,91204.0963,1086661,158047.7033,18403.4606,225111,
RI,40,44,2004,1074579,529893,28795,5.2,19.79793,13.22094,4.150393,43218.3,12,4.5,38907800,12792,31929,12295,77528,35232,449,554,634,141,259,371,471,708,912,1068,2956,564,57,621,729,121,11.5,0,63,11,.8513513513513513,32,6,.8421052631578947,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,.05,,,1,5.15,6.75,29703,4015,204,25484,184350,22780,41433.2444,7084.1998,83188,16291.9724,1521.767,21536,
SC,41,45,2004,4210921,1894141,139169,6.8,26.51125,15.22755,4.601144,135143.4,67,6.2,117509600,247013,38567,16676,497218,206987,163,205,248,141,259,371,471,422,576,719,8013.666666666667,564,0,564,689,614,14.9,0,50,73,.4065040650406504,20,25,.4444444444444444,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,105223,12880,1434,90909,852244,106784,262066.6937,41755.9442,473208,144807.8059,14949.4871,187967,
SD,42,46,2004,770396,411762,15902,3.7,19.84368,10.11895,2.897065,29030.5,8,3.9,24579000,15938,6001,2745,53459,21113,441,493,544,141,259,371,471,700,864,1005,1759.25,564,15,579,700,101,13.4,0,21,49,.3,9,25,.2647058823529412,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,12469,1727,101,10641,96885,21608,33683.755,10001.1284,103809,14369.986,1842.8661,20696,
TN,43,47,2004,5910809,2725108,153628,5.3,24.1287,15.89178,4.47288,217939.2,81,5.5,179482400,77175,190132,72069,806490,351781,142,185,226,141,259,371,471,401,556,697,18088.91666666667,564,0,564,689,929,15.9,1,54,45,.5454545454545454,18,15,.5454545454545454,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,160521,17482,1589,141450,1377394,155394,317056.6735,55494.9405,648215,159739.267,19223.1494,221099,
TX,44,48,2004,22394023,10338484,653875,5.9,31.00629,20.10827,5.737759,907476.2,889,13.5,687220200,622836,249634,105197,2258951,864342,188,217,261,141,259,371,471,447,588,732,56239.33333333334,564,0,564,689,3674,16.5,0,62,88,.4133333333333333,12,19,.3870967741935484,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,472347,109119,6345,356883,2887142,867586,1683944.5867,252468.1336,2776775,950674.9736,97488.0782,1239152,
UT,45,49,2004,2401580,1169795,61365,5,33.04146,18.24438,5.107439,85783.39999999999,46,5.7,64803400,227865,23012,9041,123411,48366,380,474,555,141,259,371,471,639,845,1013,2804,564,0,564,689,236,9.9,0,19,56,.2533333333333334,7,22,.2413793103448276,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,21646,2147,261,19238,202586,66848,94299.5395,35265.4674,289402,31299.9286,5023.1447,43808,
VT,46,50,2004,619920,334899,12774,3.7,18.25153,8.513275,3.27292,22657.8,3,1.8,21147300,5194,12257,4831,42862,21393,604,709,795,141,259,371,471,835,1021,1181,1000.083333333333,564,52,616,726,48,7.9,0,69,74,.4825174825174825,19,11,.6333333333333333,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,.32,,,1,5.15,6.75,12915,1219,103,11593,127730,16290,16997.453,5506.2388,54808,9719.741599999999,2004.3118,17757,
VA,47,51,2004,7475575,3650269,144977,3.8,15.32203,7.834519,2.685936,332668.5,65,3.4,285300600,117802,26883,9430,485877,209859,323,389,451,141,259,371,471,582,760,922,0,564,0,564,689,689,9.300000000000001,1,34,64,.3469387755102041,16,24,.4,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,134531,21275,1320,111936,667312,131832,249714.3535,64282.9812,705401,116975.5849,17431.7343,178798,
WA,48,53,2004,6178645,2996795,200300,6.3,23.35228,14.44769,4.033442,269983,65,4.1,226359600,1567090,136747,55858,453497,219415,440,546,642,141,259,371,471,699,907,1074,20556.33333333333,564,26,590,708,701,11.5,1,52,46,.5306122448979592,24,25,.4897959183673469,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,7.16,111895,14275,937,96683,905536,159233,222448.0893,62412.8083,505999,97771.71219999999,16129.9033,137396,
WV,49,54,2004,1816438,741890,41768,5.3,16.89948,8.76901,2.291656,49280.5,29,7.2,46477000,335658,34156,14401,255936,110092,401,453,512,141,259,371,471,660,824,983,5384.416666666667,564,0,564,689,254,14.2,1,68,32,.68,24,10,.7058823529411765,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,75982,4481,583,70918,299180,50436,91684.2882,22512.6476,201002,53956.7475,10028.8219,87987,
WI,50,55,2004,5514026,2882064,152517,5,17.13208,10.30384,1.832459,215016.8,64,4.7,184282800,30158,54314,22493,324047,131738,628,628,628,141,259,371,471,852,964,1064,11246.58333333333,564,84,648,748,673,12.3,1,40,58,.4081632653061225,15,18,.4545454545454545,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,.04,.14,.43,1,5.15,5.15,90026,8564,939,80523,796005,110186,168024.9655,49124.2166,569642,46605.4694,7669.154,74279,
WY,51,56,2004,509106,264321,10473,3.8,22.42048,10.71201,2.944013,23220.1,5,4.1,17879700,117606,633,352,25648,10382,320,340,340,141,259,371,471,579,711,811,275.3333333333333,564,10,574,696,49,9.9,1,15,45,.25,10,20,.3333333333333333,.0765,.34,.4,.4,390,2604,4300,4300,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,5645,439,48,5158,57896,12381,16099.5199,6044.7309,49449,6649.2661,1341.5321,10610,
AL,1,1,2005,4569805,2049791,96234,4.5,23.52675,12.13142,3.129236,156403.3,37,3.3,136327300,79528,47388,20040,558596,222132,190,215,245,149,274,393,499,464,608,744,9215.416666666666,579,0,579,711,750,16.7,0,62,40,.61,25,10,.7142857142857143,.0765,.34,.4,.4,399,2662,4400,4400,.0765,.1598,.2106,.2106,0,,,0,5.15,5.15,163709,17872,971,144866,808525,118751,295806.084,51186.4679,565932,138405.877,14418.609,181030,
